STATE,OFFENCE CATEGORY,OFFENCE SUBCATEGORY,NUMBER
OYO,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,4
OYO,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,80
OYO,OFFENCES AGAINST PROPERTY,ARSON,18
OYO,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,0
OSUN,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,32
OSUN,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,2
OSUN,OFFENCES AGAINST PROPERTY,THEFT /STEALING,279
OSUN,OFFENCES AGAINST PROPERTY,BURGLARY,42
OSUN,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,37
OSUN,OFFENCES AGAINST PROPERTY,STORE BREAKING,49
OSUN,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,60
OSUN,OFFENCES AGAINST PROPERTY,FORGERY,1
OSUN,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,1
OSUN,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,10
OSUN,OFFENCES AGAINST PROPERTY,ARSON,0
OSUN,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,1
PLATEAU,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,44
PLATEAU,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,2
PLATEAU,OFFENCES AGAINST PROPERTY,THEFT /STEALING,801
PLATEAU,OFFENCES AGAINST PROPERTY,BURGLARY,9
PLATEAU,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,138
PLATEAU,OFFENCES AGAINST PROPERTY,STORE BREAKING,72
PLATEAU,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,254
PLATEAU,OFFENCES AGAINST PROPERTY,FORGERY,26
PLATEAU,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,79
PLATEAU,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,86
PLATEAU,OFFENCES AGAINST PROPERTY,ARSON,16
PLATEAU,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,342
RIVERS,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,564
RIVERS,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,87
RIVERS,OFFENCES AGAINST PROPERTY,THEFT /STEALING,121
RIVERS,OFFENCES AGAINST PROPERTY,BURGLARY,45
RIVERS,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,144
RIVERS,OFFENCES AGAINST PROPERTY,STORE BREAKING,4
RIVERS,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,54
RIVERS,OFFENCES AGAINST PROPERTY,FORGERY,3
RIVERS,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,20
RIVERS,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,61
RIVERS,OFFENCES AGAINST PROPERTY,ARSON,0
RIVERS,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,0
SOKOTO,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,60
SOKOTO,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,0
SOKOTO,OFFENCES AGAINST PROPERTY,THEFT /STEALING,993
SOKOTO,OFFENCES AGAINST PROPERTY,BURGLARY,0
SOKOTO,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,21
SOKOTO,OFFENCES AGAINST PROPERTY,STORE BREAKING,18
SOKOTO,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,124
SOKOTO,OFFENCES AGAINST PROPERTY,FORGERY,8
SOKOTO,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,38
SOKOTO,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,30
SOKOTO,OFFENCES AGAINST PROPERTY,ARSON,28
SOKOTO,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,302
TARABA,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,51
TARABA,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,0
TARABA,OFFENCES AGAINST PROPERTY,THEFT /STEALING,521
TARABA,OFFENCES AGAINST PROPERTY,BURGLARY,1
TARABA,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,64
TARABA,OFFENCES AGAINST PROPERTY,STORE BREAKING,19
TARABA,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,109
TARABA,OFFENCES AGAINST PROPERTY,FORGERY,3
TARABA,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,15
TARABA,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,14
TARABA,OFFENCES AGAINST PROPERTY,ARSON,25
TARABA,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,176
YOBE,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,32
YOBE,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,0
YOBE,OFFENCES AGAINST PROPERTY,THEFT /STEALING,335
YOBE,OFFENCES AGAINST PROPERTY,BURGLARY,0
YOBE,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,6
YOBE,OFFENCES AGAINST PROPERTY,STORE BREAKING,2
YOBE,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,45
YOBE,OFFENCES AGAINST PROPERTY,FORGERY,7
YOBE,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,3
YOBE,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,13
YOBE,OFFENCES AGAINST PROPERTY,ARSON,15
YOBE,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,77
ZAMFARA,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,46
ZAMFARA,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,0
ZAMFARA,OFFENCES AGAINST PROPERTY,THEFT /STEALING,155
ZAMFARA,OFFENCES AGAINST PROPERTY,BURGLARY,0
ZAMFARA,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,19
ZAMFARA,OFFENCES AGAINST PROPERTY,STORE BREAKING,2
ZAMFARA,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,21
ZAMFARA,OFFENCES AGAINST PROPERTY,FORGERY,1
ZAMFARA,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,29
ZAMFARA,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,6
ZAMFARA,OFFENCES AGAINST PROPERTY,ARSON,0
ZAMFARA,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,39
FEDERAL CAPITAL TERRITORY,OFFENCES AGAINST PERSONS,MURDER,91
FEDERAL CAPITAL TERRITORY,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,3
FEDERAL CAPITAL TERRITORY,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,0
FEDERAL CAPITAL TERRITORY,OFFENCES AGAINST PERSONS,SUICIDE,2
FEDERAL CAPITAL TERRITORY,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
FEDERAL CAPITAL TERRITORY,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,429
FEDERAL CAPITAL TERRITORY,OFFENCES AGAINST PERSONS,ASSAULT,217
FEDERAL CAPITAL TERRITORY,OFFENCES AGAINST PERSONS,CHILD STEALING,3
FEDERAL CAPITAL TERRITORY,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
FEDERAL CAPITAL TERRITORY,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,132
FEDERAL CAPITAL TERRITORY,OFFENCES AGAINST PERSONS,KIDNAPPING,49
FEDERAL CAPITAL TERRITORY,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,41
FEDERAL CAPITAL TERRITORY,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,216
AKWA IBOM,OFFENCES AGAINST PERSONS,MURDER,81
AKWA IBOM,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,5
AKWA IBOM,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,78
AKWA IBOM,OFFENCES AGAINST PERSONS,SUICIDE,0
AKWA IBOM,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
AKWA IBOM,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,41
AKWA IBOM,OFFENCES AGAINST PERSONS,ASSAULT,341
AKWA IBOM,OFFENCES AGAINST PERSONS,CHILD STEALING,52
AKWA IBOM,OFFENCES AGAINST PERSONS,SLAVE DEALING,6
AKWA IBOM,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,83
AKWA IBOM,OFFENCES AGAINST PERSONS,KIDNAPPING,11
AKWA IBOM,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,4
AKWA IBOM,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,0
ANAMBRA,OFFENCES AGAINST PERSONS,MURDER,41
ANAMBRA,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
ANAMBRA,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,0
ANAMBRA,OFFENCES AGAINST PERSONS,SUICIDE,2
ANAMBRA,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
ANAMBRA,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,84
ANAMBRA,OFFENCES AGAINST PERSONS,ASSAULT,0
ANAMBRA,OFFENCES AGAINST PERSONS,CHILD STEALING,0
ANAMBRA,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
ANAMBRA,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,0
ANAMBRA,OFFENCES AGAINST PERSONS,KIDNAPPING,0
ANAMBRA,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,0
ANAMBRA,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,0
ABIA,OFFENCES AGAINST PERSONS,MURDER,97
ABIA,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,6
ABIA,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,69
ABIA,OFFENCES AGAINST PERSONS,SUICIDE,6
ABIA,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
ABIA,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,124
ABIA,OFFENCES AGAINST PERSONS,ASSAULT,8945
ABIA,OFFENCES AGAINST PERSONS,CHILD STEALING,68
ABIA,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
ABIA,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,98
ABIA,OFFENCES AGAINST PERSONS,KIDNAPPING,104
ABIA,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,182
ABIA,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,117
ADAMAWA,OFFENCES AGAINST PERSONS,MURDER,114
ADAMAWA,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
ADAMAWA,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,89
ADAMAWA,OFFENCES AGAINST PERSONS,SUICIDE,4
ADAMAWA,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
ADAMAWA,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,126
ADAMAWA,OFFENCES AGAINST PERSONS,ASSAULT,68
ADAMAWA,OFFENCES AGAINST PERSONS,CHILD STEALING,0
ADAMAWA,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
ADAMAWA,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,24
ADAMAWA,OFFENCES AGAINST PERSONS,KIDNAPPING,9
ADAMAWA,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,5
ADAMAWA,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,372
BAUCHI,OFFENCES AGAINST PERSONS,MURDER,58
BAUCHI,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
BAUCHI,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,1
BAUCHI,OFFENCES AGAINST PERSONS,SUICIDE,0
BAUCHI,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
BAUCHI,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,13
BAUCHI,OFFENCES AGAINST PERSONS,ASSAULT,3
BAUCHI,OFFENCES AGAINST PERSONS,CHILD STEALING,0
BAUCHI,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
BAUCHI,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,33
BAUCHI,OFFENCES AGAINST PERSONS,KIDNAPPING,44
BAUCHI,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,3
BAUCHI,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,41
BENUE,OFFENCES AGAINST PERSONS,MURDER,51
BENUE,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,3
BENUE,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,6
BENUE,OFFENCES AGAINST PERSONS,SUICIDE,3
BENUE,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,2
BENUE,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,90
BENUE,OFFENCES AGAINST PERSONS,ASSAULT,76
BENUE,OFFENCES AGAINST PERSONS,CHILD STEALING,45
BENUE,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
BENUE,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,23
BENUE,OFFENCES AGAINST PERSONS,KIDNAPPING,67
BENUE,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,9
BENUE,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,56
BORNO,OFFENCES AGAINST PERSONS,MURDER,123
BORNO,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,48
BORNO,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,12
BORNO,OFFENCES AGAINST PERSONS,SUICIDE,45
BORNO,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,3
BORNO,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,73
BORNO,OFFENCES AGAINST PERSONS,ASSAULT,39
BORNO,OFFENCES AGAINST PERSONS,CHILD STEALING,0
BORNO,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
BORNO,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,97
BORNO,OFFENCES AGAINST PERSONS,KIDNAPPING,2
BORNO,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,45
BORNO,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,194
BAYELSA,OFFENCES AGAINST PERSONS,MURDER,30
BAYELSA,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
BAYELSA,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,19
BAYELSA,OFFENCES AGAINST PERSONS,SUICIDE,15
BAYELSA,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,1
BAYELSA,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,31
BAYELSA,OFFENCES AGAINST PERSONS,ASSAULT,187
BAYELSA,OFFENCES AGAINST PERSONS,CHILD STEALING,4
BAYELSA,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
BAYELSA,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,88
BAYELSA,OFFENCES AGAINST PERSONS,KIDNAPPING,53
BAYELSA,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,2
BAYELSA,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,182
CROSS RIVER,OFFENCES AGAINST PERSONS,MURDER,87
CROSS RIVER,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
CROSS RIVER,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,22
CROSS RIVER,OFFENCES AGAINST PERSONS,SUICIDE,0
CROSS RIVER,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
CROSS RIVER,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,48
CROSS RIVER,OFFENCES AGAINST PERSONS,ASSAULT,347
CROSS RIVER,OFFENCES AGAINST PERSONS,CHILD STEALING,6
CROSS RIVER,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
CROSS RIVER,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,65
CROSS RIVER,OFFENCES AGAINST PERSONS,KIDNAPPING,31
CROSS RIVER,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,8
CROSS RIVER,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,335
DELTA STATE,OFFENCES AGAINST PERSONS,MURDER,117
DELTA STATE,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,2
DELTA STATE,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,21
DELTA STATE,OFFENCES AGAINST PERSONS,SUICIDE,13
DELTA STATE,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
DELTA STATE,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,325
DELTA STATE,OFFENCES AGAINST PERSONS,ASSAULT,1895
DELTA STATE,OFFENCES AGAINST PERSONS,CHILD STEALING,9
DELTA STATE,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
DELTA STATE,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,93
DELTA STATE,OFFENCES AGAINST PERSONS,KIDNAPPING,49
DELTA STATE,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,141
DELTA STATE,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,645
EBONYI,OFFENCES AGAINST PERSONS,MURDER,204
EBONYI,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,12
EBONYI,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,13
EBONYI,OFFENCES AGAINST PERSONS,SUICIDE,4
EBONYI,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
EBONYI,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,690
EBONYI,OFFENCES AGAINST PERSONS,ASSAULT,87
EBONYI,OFFENCES AGAINST PERSONS,CHILD STEALING,6
EBONYI,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
EBONYI,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,44
EBONYI,OFFENCES AGAINST PERSONS,KIDNAPPING,98
EBONYI,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,26
EBONYI,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,91
EDO,OFFENCES AGAINST PERSONS,MURDER,187
EDO,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,5
EDO,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,98
EDO,OFFENCES AGAINST PERSONS,SUICIDE,3
EDO,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,54
EDO,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,178
EDO,OFFENCES AGAINST PERSONS,ASSAULT,3
EDO,OFFENCES AGAINST PERSONS,CHILD STEALING,8
EDO,OFFENCES AGAINST PERSONS,SLAVE DEALING,16
EDO,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,10
EDO,OFFENCES AGAINST PERSONS,KIDNAPPING,2
EDO,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,85
EDO,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,80
ENUGU,OFFENCES AGAINST PERSONS,MURDER,40
ENUGU,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,4
ENUGU,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,31
ENUGU,OFFENCES AGAINST PERSONS,SUICIDE,0
ENUGU,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
ENUGU,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,72
ENUGU,OFFENCES AGAINST PERSONS,ASSAULT,621
ENUGU,OFFENCES AGAINST PERSONS,CHILD STEALING,4
ENUGU,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
ENUGU,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,32
ENUGU,OFFENCES AGAINST PERSONS,KIDNAPPING,25
ENUGU,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,1
ENUGU,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,105
GOMBE,OFFENCES AGAINST PERSONS,MURDER,73
GOMBE,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
GOMBE,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,1
GOMBE,OFFENCES AGAINST PERSONS,SUICIDE,1
GOMBE,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,2
GOMBE,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,111
GOMBE,OFFENCES AGAINST PERSONS,ASSAULT,44
GOMBE,OFFENCES AGAINST PERSONS,CHILD STEALING,0
GOMBE,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
